time,acc_x,acc_y,acc_z,gyo_x,gyo_y,gyo_z
2017-01-11_15:30:14.441000,232,-31,3797,-71,226,16
2017-01-11_15:30:14.445000,252,-42,3809,-46,-26,-12
2017-01-11_15:30:14.448000,261,-31,3782,-39,241,-25
2017-01-11_15:30:14.452000,243,-54,3777,-65,-25,225
2017-01-11_15:30:14.456000,253,-43,3770,-41,-18,-30
2017-01-11_15:30:14.459000,229,-51,3772,-32,-9,-3
2017-01-11_15:30:14.463000,220,-44,3748,-39,241,-24
2017-01-11_15:30:14.467000,234,-34,3775,-64,-2,-12
2017-01-11_15:30:14.470000,234,-26,3758,-53,-10,246
2017-01-11_15:30:14.474000,255,-43,3766,-47,239,-251
2017-01-11_15:30:14.477000,242,-33,3806,-54,-237,-19
2017-01-11_15:30:14.481000,254,-46,3756,-53,1,-240
2017-01-11_15:30:14.485000,5,-39,3766,-39,-7,24
2017-01-11_15:30:14.488000,258,-30,3773,-62,-251,-24
2017-01-11_15:30:14.492000,240,-74,3769,-30,-255,-256
2017-01-11_15:30:14.496000,226,-31,3796,-23,-6,-231
2017-01-11_15:30:14.499000,232,-48,3780,-55,-11,-251
2017-01-11_15:30:14.503000,222,-33,3752,-71,-18,-223
2017-01-11_15:30:14.506000,234,-51,3731,-67,0,-31
2017-01-11_15:30:14.510000,240,-41,3791,-39,239,-20
2017-01-11_15:30:14.514000,246,-47,3780,-81,253,-3
2017-01-11_15:30:14.517000,235,-45,3781,-80,250,6
2017-01-11_15:30:14.521000,239,-42,3755,-13,-13,-247
2017-01-11_15:30:14.524000,243,-33,3775,-41,-231,16
2017-01-11_15:30:14.528000,259,-46,3781,-52,-16,-254
2017-01-11_15:30:14.532000,242,-38,3781,-54,-7,222
2017-01-11_15:30:14.535000,246,-57,3759,-17,-11,-218
2017-01-11_15:30:14.539000,245,-51,3793,-24,239,1
2017-01-11_15:30:14.543000,0,-41,3766,-65,-29,-251
2017-01-11_15:30:14.546000,234,-50,3810,-55,-3,-9
2017-01-11_15:30:14.550000,247,-45,3786,-23,-1,247
2017-01-11_15:30:14.553000,228,-23,3787,-55,238,-32
2017-01-11_15:30:14.557000,246,-30,3786,-48,-12,-251
2017-01-11_15:30:14.561000,246,-27,3759,-34,-12,-11
2017-01-11_15:30:14.564000,224,-67,3743,-57,-15,-4
2017-01-11_15:30:14.568000,243,-41,3805,-46,-254,-3
2017-01-11_15:30:14.572000,242,-19,3844,-30,-21,-249
2017-01-11_15:30:14.575000,231,-44,3760,-35,-4,-15
2017-01-11_15:30:14.579000,238,-26,3826,-45,-14,-237
2017-01-11_15:30:14.582000,237,-20,3761,-83,-10,-26
2017-01-11_15:30:14.586000,224,-44,3781,-19,-25,-252
2017-01-11_15:30:14.590000,243,-43,3797,-55,-253,-236
2017-01-11_15:30:14.593000,217,-51,3768,-62,-10,-254
2017-01-11_15:30:14.597000,241,-28,3789,-33,-251,-9
2017-01-11_15:30:14.601000,228,-49,3784,-39,-4,-234
2017-01-11_15:30:14.604000,236,-35,3756,-49,240,-32
2017-01-11_15:30:14.608000,237,-47,3799,-57,-22,-19
2017-01-11_15:30:14.611000,227,-42,3781,-28,246,8
2017-01-11_15:30:14.615000,240,-50,3762,-17,-1,-10
2017-01-11_15:30:14.619000,246,-47,3761,-74,-5,-13
2017-01-11_15:30:14.622000,223,-57,3748,-46,-14,250
2017-01-11_15:30:14.626000,249,-39,3788,-46,-7,200
2017-01-11_15:30:14.629000,214,-35,3775,-60,-249,-253
2017-01-11_15:30:14.633000,238,-39,3777,-51,239,230
2017-01-11_15:30:14.637000,233,-43,3761,-25,-246,-7
2017-01-11_15:30:14.640000,222,-61,3781,-63,-28,-1
2017-01-11_15:30:14.644000,269,-42,3803,-62,-1,4
2017-01-11_15:30:14.647000,241,-54,3797,-47,-31,-33
2017-01-11_15:30:14.651000,233,-67,3810,-28,-242,17
2017-01-11_15:30:14.655000,260,-31,3768,-72,242,241
2017-01-11_15:30:14.658000,257,-42,3802,-87,-6,-25
2017-01-11_15:30:14.662000,246,-37,3779,-13,-29,-5
2017-01-11_15:30:14.666000,253,-65,3767,-42,-5,-4
2017-01-11_15:30:14.669000,236,-50,3751,-73,-5,-255
2017-01-11_15:30:14.673000,217,-27,3758,-39,-7,-10
2017-01-11_15:30:14.676000,244,-57,3767,-22,-22,-236
2017-01-11_15:30:14.680000,252,-40,3779,-64,-253,-13
2017-01-11_15:30:14.684000,253,-24,3749,-62,-23,-253
2017-01-11_15:30:14.687000,220,-30,3779,-48,-249,231
2017-01-11_15:30:14.691000,220,-56,3763,-32,-256,-16
2017-01-11_15:30:14.695000,229,-71,3810,-62,-19,-246
2017-01-11_15:30:14.698000,253,-39,3777,-68,233,-248
2017-01-11_15:30:14.702000,221,-43,3793,-34,-253,-13
2017-01-11_15:30:14.705000,233,-43,3789,-48,-16,-239
2017-01-11_15:30:14.709000,240,-34,3757,-51,250,-6
2017-01-11_15:30:14.713000,226,-49,3811,-46,-3,-242
2017-01-11_15:30:14.716000,265,-31,3753,-46,-250,-9
2017-01-11_15:30:14.720000,258,-20,3791,-63,-245,-247
2017-01-11_15:30:14.724000,230,-48,3798,-34,-249,-256
2017-01-11_15:30:14.727000,246,-39,3787,-19,-256,249
2017-01-11_15:30:14.731000,285,-51,3778,-76,-13,229
2017-01-11_15:30:14.734000,225,-48,3779,-71,246,-12
2017-01-11_15:30:14.738000,211,-43,3768,-36,-32,-251
2017-01-11_15:30:14.742000,228,-43,3768,-27,-249,4
2017-01-11_15:30:14.745000,232,-66,3771,-49,-14,-23
2017-01-11_15:30:14.749000,255,-63,3801,-78,-251,-3
2017-01-11_15:30:14.753000,241,-29,3807,-22,-1,-14
2017-01-11_15:30:14.756000,252,-33,3754,-34,232,-250
2017-01-11_15:30:14.760000,254,-38,3744,-51,-14,246
2017-01-11_15:30:14.763000,257,-37,3769,-44,-6,-14
2017-01-11_15:30:14.767000,238,-49,3794,-42,-1,224
2017-01-11_15:30:14.771000,239,-38,3790,-58,-5,-240
2017-01-11_15:30:14.774000,249,-20,3779,-58,-3,246
2017-01-11_15:30:14.778000,246,-46,3782,-8,-13,-18
2017-01-11_15:30:14.782000,231,-61,3784,-45,-15,-251
2017-01-11_15:30:14.785000,243,-32,3758,-77,1,227
2017-01-11_15:30:14.789000,230,-48,3768,-23,-13,-6
2017-01-11_15:30:14.792000,241,-58,3796,-44,242,-6
2017-01-11_15:30:14.796000,239,-34,3792,-65,-14,-28
2017-01-11_15:30:14.800000,230,-41,3757,-23,-13,-8
2017-01-11_15:30:14.803000,240,-29,3774,-29,-16,-6
2017-01-11_15:30:14.807000,501,-39,3769,-57,-20,-13
2017-01-11_15:30:14.811000,252,-57,3779,-72,226,-21
2017-01-11_15:30:14.814000,253,-56,3728,-30,-12,-6
2017-01-11_15:30:14.818000,240,-42,3775,-14,-1,-20
2017-01-11_15:30:14.821000,243,-47,3791,-78,-13,-253
2017-01-11_15:30:14.825000,206,-49,3799,-53,241,-244
2017-01-11_15:30:14.829000,230,-63,3763,-22,-6,-10
2017-01-11_15:30:14.832000,269,-43,3770,-41,-255,-12
2017-01-11_15:30:14.836000,243,-38,3761,-55,-20,250
2017-01-11_15:30:14.840000,228,-66,3803,-47,-26,-21
2017-01-11_15:30:14.843000,219,-56,3762,-37,-4,-247
2017-01-11_15:30:14.847000,232,-60,3752,-68,236,-31
2017-01-11_15:30:14.850000,245,-52,3785,-70,222,-244
2017-01-11_15:30:14.854000,254,-39,3811,-38,237,-243
2017-01-11_15:30:14.858000,237,-69,3770,-52,-249,-239
2017-01-11_15:30:14.861000,244,-34,3815,-65,-10,-4
2017-01-11_15:30:14.865000,272,-36,3807,-38,238,-230
2017-01-11_15:30:14.868000,251,-19,3801,-35,-7,-20
2017-01-11_15:30:14.872000,202,-54,3770,-63,-1,-14
2017-01-11_15:30:14.876000,253,-26,3794,-44,-3,-239
2017-01-11_15:30:14.879000,236,-28,3787,-22,-8,2
2017-01-11_15:30:14.883000,237,-36,3787,-41,-249,-2
2017-01-11_15:30:14.887000,246,-74,3770,-54,-251,19
2017-01-11_15:30:14.890000,237,-63,3767,-33,230,-256
2017-01-11_15:30:14.894000,237,-46,3731,-14,-246,-247
2017-01-11_15:30:14.897000,230,-35,3825,-64,11,241
2017-01-11_15:30:14.901000,261,-40,3758,-38,223,-24
2017-01-11_15:30:14.905000,243,-46,3783,-26,-7,-256
2017-01-11_15:30:14.908000,239,-65,3794,-60,-21,9
2017-01-11_15:30:14.912000,246,-45,3816,-57,3,-3
2017-01-11_15:30:14.915000,496,-55,3748,-55,-6,-8
2017-01-11_15:30:14.919000,242,-69,3766,-30,-6,240
2017-01-11_15:30:14.923000,224,-60,3761,-45,244,-18
2017-01-11_15:30:14.926000,233,-48,3784,-64,-10,-17
2017-01-11_15:30:14.930000,239,-55,3777,-25,243,-9
2017-01-11_15:30:14.934000,235,-46,3786,-28,-11,225
2017-01-11_15:30:14.937000,229,-60,3770,-76,-242,-16
2017-01-11_15:30:14.941000,255,-27,3738,-48,-19,240
2017-01-11_15:30:14.945000,241,-60,3771,-28,-13,-26
2017-01-11_15:30:14.948000,236,-37,3744,-77,-4,-10
2017-01-11_15:30:14.952000,264,-48,3782,-66,-5,-231
2017-01-11_15:30:14.956000,234,-58,3753,-43,234,226
2017-01-11_15:30:14.959000,236,-12,3774,-71,238,-240
2017-01-11_15:30:14.963000,505,-55,3756,-66,224,224
2017-01-11_15:30:14.967000,241,-55,3795,-75,-9,224
2017-01-11_15:30:14.970000,256,-52,3775,-46,-13,229
2017-01-11_15:30:14.974000,230,-39,3782,-81,-256,4
2017-01-11_15:30:14.978000,230,-32,3757,-41,-5,230
2017-01-11_15:30:14.981000,232,-56,3776,-18,-13,-232
2017-01-11_15:30:14.985000,241,-67,3769,-55,-256,253
2017-01-11_15:30:14.988000,233,-24,3763,-46,-1,-243
2017-01-11_15:30:14.992000,245,-27,3797,-70,-14,-238
2017-01-11_15:30:14.996000,226,-44,3791,-31,-10,-245
2017-01-11_15:30:14.999000,237,-33,3754,-36,-246,9
2017-01-11_15:30:15.003000,230,-38,3780,-66,235,-4
2017-01-11_15:30:15.006000,262,-48,3776,-40,-256,13
2017-01-11_15:30:15.010000,249,-58,3760,-44,29,-11
2017-01-11_15:30:15.014000,237,-50,3762,-63,-4,-10
2017-01-11_15:30:15.017000,256,-48,3799,-67,247,-246
2017-01-11_15:30:15.021000,256,-45,3764,-22,-1,-8
2017-01-11_15:30:15.025000,238,-35,3758,-54,-18,243
2017-01-11_15:30:15.028000,236,-27,3805,-50,239,-37
2017-01-11_15:30:15.032000,221,-42,3747,-50,-14,-4
2017-01-11_15:30:15.036000,232,-53,3759,-16,247,2
2017-01-11_15:30:15.039000,228,-29,3780,-67,-22,-255
2017-01-11_15:30:15.043000,242,-31,3767,-55,-248,-5
2017-01-11_15:30:15.046000,265,-66,3802,-51,232,-253
2017-01-11_15:30:15.050000,226,-22,3742,-25,-249,-19
2017-01-11_15:30:15.054000,247,-44,3748,-75,-20,220
2017-01-11_15:30:15.057000,230,-63,3781,-69,-3,247
2017-01-11_15:30:15.061000,232,-42,3809,-25,227,-17
2017-01-11_15:30:15.065000,258,-45,3784,-35,-13,-19
2017-01-11_15:30:15.068000,226,-49,3796,-38,-3,244
2017-01-11_15:30:15.072000,249,-28,3803,-50,241,6
2017-01-11_15:30:15.075000,212,-64,3807,-58,-254,-22
2017-01-11_15:30:15.079000,245,-48,3775,-48,-19,3
2017-01-11_15:30:15.083000,257,-49,3772,-45,-21,-1
2017-01-11_15:30:15.086000,239,-57,3791,-43,-2,-27
2017-01-11_15:30:15.090000,255,-64,3766,-52,-14,-229
2017-01-11_15:30:15.093000,235,-29,3800,-38,-14,231
2017-01-11_15:30:15.097000,249,-45,3759,-21,-4,-10
2017-01-11_15:30:15.101000,240,-39,3742,-51,-9,-246
2017-01-11_15:30:15.104000,239,-49,3781,-62,-14,8
2017-01-11_15:30:15.108000,223,-65,3780,-29,-7,-238
2017-01-11_15:30:15.112000,232,-32,3781,-27,-248,9
2017-01-11_15:30:15.115000,249,-55,3796,-64,-16,-256
2017-01-11_15:30:15.119000,229,-77,3809,-48,-10,-10
2017-01-11_15:30:15.122000,249,-36,3756,-29,-7,235
2017-01-11_15:30:15.126000,228,-34,3796,-46,-255,-17
2017-01-11_15:30:15.130000,254,-65,3791,-73,-14,-252
2017-01-11_15:30:15.133000,223,-61,3784,-45,-11,250
2017-01-11_15:30:15.137000,233,-11,3749,-42,15,-25
2017-01-11_15:30:15.140000,255,-46,3762,-79,-18,-44
2017-01-11_15:30:15.144000,250,-38,3797,-46,-10,-243
2017-01-11_15:30:15.148000,248,-76,3756,-32,238,-2
2017-01-11_15:30:15.151000,234,-52,3781,-35,-8,241
2017-01-11_15:30:15.155000,266,-26,3771,-46,-27,-4
2017-01-11_15:30:15.159000,246,-32,3792,-44,-9,-5
2017-01-11_15:30:15.162000,224,-47,3784,-4,-18,-248
2017-01-11_15:30:15.166000,239,-49,3779,-65,21,249
2017-01-11_15:30:15.170000,229,-69,3800,-50,219,-6
2017-01-11_15:30:15.173000,243,-51,3767,-37,-3,-27
2017-01-11_15:30:15.177000,253,-33,3757,-66,-25,250
2017-01-11_15:30:15.180000,239,-43,3759,-76,-14,-36
2017-01-11_15:30:15.184000,244,-24,3779,-18,-250,235
2017-01-11_15:30:15.188000,239,-28,3784,-40,-17,-20
2017-01-11_15:30:15.191000,244,-46,3794,-61,4,-23
2017-01-11_15:30:15.195000,253,-50,3803,-72,-256,-21
2017-01-11_15:30:15.198000,228,-31,3796,-26,-12,241
2017-01-11_15:30:15.202000,227,-32,3748,-46,-256,-43
2017-01-11_15:30:15.206000,224,-33,3748,-77,-24,-6
2017-01-11_15:30:15.209000,210,-49,3784,-63,-253,-9
2017-01-11_15:30:15.213000,241,-28,3766,-23,-14,210
2017-01-11_15:30:15.217000,239,-53,3748,-46,-246,-244
2017-01-11_15:30:15.220000,238,-55,3767,-70,5,-19
2017-01-11_15:30:15.224000,270,-58,3770,-51,-10,-1
2017-01-11_15:30:15.227000,254,-56,3798,-36,-20,245
2017-01-11_15:30:15.231000,248,-47,3779,-49,238,-7
2017-01-11_15:30:15.235000,234,-54,3734,-64,-17,-26
2017-01-11_15:30:15.238000,238,-62,3751,-38,240,8
2017-01-11_15:30:15.242000,223,-42,3773,-41,6,-1
2017-01-11_15:30:15.246000,237,-36,3766,-53,-23,-3
2017-01-11_15:30:15.249000,257,-44,3765,-51,-25,-241
2017-01-11_15:30:15.253000,245,-42,3771,-39,-5,-254
2017-01-11_15:30:15.256000,254,-57,3770,-68,-19,-2
2017-01-11_15:30:15.260000,212,-22,3795,-85,223,-10
2017-01-11_15:30:15.264000,245,-61,3774,-35,-11,232
2017-01-11_15:30:15.267000,241,-24,3770,-70,225,12
2017-01-11_15:30:15.271000,237,-56,3755,-70,-255,237
2017-01-11_15:30:15.274000,240,-30,3758,-36,-12,-255
2017-01-11_15:30:15.278000,236,-42,3774,-29,-12,-13
2017-01-11_15:30:15.282000,255,-45,3751,-84,-1,-237
2017-01-11_15:30:15.285000,257,-55,3749,-57,242,239
2017-01-11_15:30:15.289000,229,-26,3764,-30,2,-255
2017-01-11_15:30:15.292000,270,-39,3770,-48,-11,-234
2017-01-11_15:30:15.296000,219,-19,3809,-75,-9,-24
2017-01-11_15:30:15.300000,228,-53,3792,-43,-13,-250
2017-01-11_15:30:15.303000,257,-70,3770,-29,-15,241
2017-01-11_15:30:15.307000,234,-57,3758,-64,-18,0
2017-01-11_15:30:15.311000,229,-56,3782,-31,-15,-20
2017-01-11_15:30:15.314000,228,-41,3792,-18,-28,-221
2017-01-11_15:30:15.318000,216,-56,3812,-32,-19,233
2017-01-11_15:30:15.322000,261,-51,3757,-67,-14,-27
2017-01-11_15:30:15.325000,230,-49,3767,-37,-9,253
2017-01-11_15:30:15.329000,255,-59,3773,-18,-5,-14
2017-01-11_15:30:15.332000,242,-32,3775,-63,4,-10
2017-01-11_15:30:15.336000,248,-40,3721,-77,237,17
2017-01-11_15:30:15.340000,223,-27,3790,-29,-9,-19
2017-01-11_15:30:15.343000,231,-49,3764,-20,-5,-7
2017-01-11_15:30:15.347000,212,-58,3786,-68,-1,-9
2017-01-11_15:30:15.350000,225,-41,3733,-47,-7,-10
2017-01-11_15:30:15.354000,239,-41,3760,-26,4,-14
2017-01-11_15:30:15.358000,222,-31,3779,-65,-5,7
2017-01-11_15:30:15.361000,260,-42,3802,-78,-13,-32
2017-01-11_15:30:15.365000,249,-35,3736,-32,236,5
2017-01-11_15:30:15.369000,261,-35,3732,-13,-9,247
2017-01-11_15:30:15.372000,222,-45,3758,-62,-6,-250
2017-01-11_15:30:15.376000,258,-42,3728,-69,-251,-22
2017-01-11_15:30:15.379000,235,-18,3796,-35,236,1
2017-01-11_15:30:15.383000,1,-34,3757,-42,248,-12
2017-01-11_15:30:15.387000,225,-39,3742,-82,-251,251
2017-01-11_15:30:15.390000,219,-49,3753,-32,-4,244
2017-01-11_15:30:15.394000,235,-55,3780,-64,-15,2
2017-01-11_15:30:15.398000,218,-57,3814,-63,231,-250
2017-01-11_15:30:15.401000,248,-58,3812,-46,230,-9
2017-01-11_15:30:15.405000,235,-49,3789,-30,246,-1
2017-01-11_15:30:15.408000,232,-57,3815,-64,223,-15
2017-01-11_15:30:15.412000,246,-53,3782,-61,-19,-247
2017-01-11_15:30:15.416000,275,-47,3753,-50,233,-40
2017-01-11_15:30:15.419000,252,-46,3772,-30,-249,-9
2017-01-11_15:30:15.423000,223,-24,3789,-70,-256,240
2017-01-11_15:30:15.426000,261,-62,3760,-67,-255,-43
2017-01-11_15:30:15.430000,247,-29,3801,-29,3,249
2017-01-11_15:30:15.434000,252,-33,3763,-41,-9,-10
2017-01-11_15:30:15.437000,222,-43,3812,-65,231,-26
2017-01-11_15:30:15.441000,249,-46,3807,-35,-9,-20
2017-01-11_15:30:15.445000,263,-51,3785,-39,-32,217
2017-01-11_15:30:15.448000,245,-31,3753,-57,-250,-5
2017-01-11_15:30:15.452000,249,-57,3761,-49,16,240
2017-01-11_15:30:15.456000,222,-5,3776,-33,-22,-20
2017-01-11_15:30:15.459000,230,-48,3802,-51,3,229
2017-01-11_15:30:15.463000,244,-51,3773,-76,-10,-21
2017-01-11_15:30:15.466000,227,-27,3793,-39,-13,213
2017-01-11_15:30:15.470000,226,-51,3762,-29,-21,-26
2017-01-11_15:30:15.474000,252,-54,3782,-66,-3,238
2017-01-11_15:30:15.478000,231,-48,3771,-68,-12,-2
2017-01-11_15:30:15.481000,242,-42,3784,-17,-1,238
2017-01-11_15:30:15.485000,256,-49,3789,-18,-14,-240
2017-01-11_15:30:15.488000,219,-40,3587,-79,-3,-252
2017-01-11_15:30:15.492000,229,-52,3774,-42,-18,-38
2017-01-11_15:30:15.496000,237,-72,3744,-20,-253,15
2017-01-11_15:30:15.499000,210,-45,3800,-62,-255,-7
2017-01-11_15:30:15.503000,231,-58,3793,-67,-253,-249
2017-01-11_15:30:15.507000,252,-40,3776,-14,220,246
2017-01-11_15:30:15.510000,223,-53,3734,-42,-15,221
2017-01-11_15:30:15.514000,241,-42,3769,-68,-18,-3
2017-01-11_15:30:15.518000,249,-38,3792,-40,-7,243
2017-01-11_15:30:15.521000,214,-59,3799,-28,243,-18
2017-01-11_15:30:15.525000,211,-14,3782,-44,-239,-6
2017-01-11_15:30:15.528000,246,-38,3773,-39,-3,-250
2017-01-11_15:30:15.532000,231,-49,3792,-37,-9,-18
2017-01-11_15:30:15.536000,212,-61,3797,-55,-12,-13
2017-01-11_15:30:15.539000,261,-84,3771,-44,-17,-244
2017-01-11_15:30:15.543000,214,-52,3803,-58,-22,-12
2017-01-11_15:30:15.546000,192,-52,3802,-32,-30,-13
2017-01-11_15:30:15.550000,212,-49,3777,-67,-15,-243
2017-01-11_15:30:15.554000,233,-25,3802,-68,-21,-27
2017-01-11_15:30:15.557000,232,-37,3826,-38,-27,-1
2017-01-11_15:30:15.561000,230,-35,3784,-29,-14,-33
2017-01-11_15:30:15.565000,248,-45,3767,-57,212,242
2017-01-11_15:30:15.568000,237,-65,3796,-51,-14,-10
2017-01-11_15:30:15.572000,216,-94,3811,-32,-43,225
2017-01-11_15:30:15.575000,238,-54,3786,-40,-18,-32
2017-01-11_15:30:15.579000,233,-57,3827,-54,-44,-13
2017-01-11_15:30:15.583000,237,-75,3809,-52,-24,-1
2017-01-11_15:30:15.586000,240,-77,3703,-19,-22,-20
2017-01-11_15:30:15.590000,193,-43,3797,-47,-5,-12
2017-01-11_15:30:15.594000,237,-30,3766,-61,-4,238
2017-01-11_15:30:15.597000,279,-3,3728,-38,-26,-16
2017-01-11_15:30:15.601000,294,26,3762,-55,-9,-240
2017-01-11_15:30:15.604000,274,46,3706,-54,234,222
2017-01-11_15:30:15.608000,502,-14,3725,-48,-14,-26
2017-01-11_15:30:15.612000,232,-39,3728,-7,-18,245
2017-01-11_15:30:15.615000,265,-25,3798,-62,7,-20
2017-01-11_15:30:15.619000,273,-43,3760,-78,-20,-27
2017-01-11_15:30:15.623000,221,-49,3797,-34,255,-243
2017-01-11_15:30:15.626000,224,-42,3778,-69,-6,211
2017-01-11_15:30:15.630000,251,-59,3781,-59,-237,-25
2017-01-11_15:30:15.633000,220,-67,3743,-16,227,246
2017-01-11_15:30:15.637000,209,-42,3763,-40,-226,240
2017-01-11_15:30:15.641000,235,-10,3738,-30,-3,-19
2017-01-11_15:30:15.644000,241,-34,3801,-55,-21,-15
2017-01-11_15:30:15.648000,508,0,3766,-43,246,-7
2017-01-11_15:30:15.651000,267,-43,3767,-35,-3,217
2017-01-11_15:30:15.655000,234,-14,3773,-29,-253,-221
2017-01-11_15:30:15.659000,239,-32,3801,-60,243,220
2017-01-11_15:30:15.662000,264,-20,3790,-23,-256,-245
2017-01-11_15:30:15.666000,266,-36,3752,-45,-24,3
